news_uid,team,date,score,score_norm,is_relevant,reason
3430b425a6e6,Kayserispor,2025-10-14,0,0.0,False,new coach profile
1bc682337eb8,Besiktas,2025-10-15,4,1.0,True,Confirmed departure of Solskjaer from Beşiktaş.
f6ff518a8afa,Galatasaray,2025-10-16,4,1.0,True,"The article mentions the current coach Okan Buruk and his personal life, implying a strong signal of his departure."
671434d9bbdc,Goztep,2025-10-16,0,0.0,False,"The article is about the current manager's statement, not a change in management."
5a3257396677,Goztep,2025-10-16,0,0.0,False,new coach profile
3d215c637fd7,Goztep,2025-10-16,0,0.0,False,No manager change mentioned or implied.
3b08d85b3b64,Konyaspor,2025-10-16,0,0.0,False,no manager change mentioned
207c7a7c8bb1,Eyupspor,2025-10-17,0,0.0,False,new coach appointment
c18c54f7ca1e,Kayserispor,2025-10-17,0,0.0,False,new coach profile
0fe89a4e8649,Kayserispor,2025-10-17,0,0.0,False,"The article is about the current coach's positive outlook, no indication of a change."
e4714f18b8b7,Kayserispor,2025-10-17,0,0.0,False,"The article is about the current manager's positive outlook, indicating no change is expected."
5307a43c7fec,Kocaelispor,2025-10-17,0,0.0,False,"The article is about the team's coach Selçuk İnan's statement, not a change in the manager."
ae3d2d9d43a9,Kayserispor,2025-10-18,0,0.0,True,new coach profile
930c2cd39f83,Kocaelispor,2025-10-18,0,0.0,False,"The article is about the coach's departure, but it's a farewell message, no indication of a new appointment."
92cf21b2bf00,Kocaelispor,2025-10-18,0,0.0,False,"The team mentioned in the article is Konyaspor, not Kocaelispor."
6f185f9bb0c4,Konyaspor,2025-10-18,3,0.75,True,"The article contains criticism from the coach, Recep Uçar, which suggests a strong possibility of a change in management."
7e8011515b9c,Rizespor,2025-10-18,2,0.5,True,"The manager is criticized for the team's loss, but there's no indication of a departure."
4c0dc9eee2f8,Alanyaspor,2025-10-19,0,0.0,False,"The article is about a post-match interview, not a manager change."
3a3aa1b20680,Antalyaspor,2025-10-19,2,0.5,True,The manager expressed criticism towards the team's performance.
ca7b424920c1,Antalyaspor,2025-10-19,2,0.5,True,"The manager, Erol Bulut, spoke after a match and mentioned that there are many shortcomings, indicating criticism of his performance."
e3b6419ce053,Buyuksehyr,2025-10-19,3,0.75,True,"The article mentions criticism from Nuri Şahin, which suggests a strong signal of discontent within the team."
ceb02f699e58,Galatasaray,2025-10-19,2,0.5,True,"The manager is criticizing the referee, which is a moderate sign of tension."
1092fd03a891,Galatasaray,2025-10-19,0,0.0,True,new appointment
b16f8b806bee,Karagumruk,2025-10-19,0,0.0,False,"The article is about Marcel Licka's positive comments about his team, indicating no signal of a manager change."
c8c918a2bbe5,Karagumruk,2025-10-19,0,0.0,False,The article is about a team's performance and does not mention a manager change.
4e467a99a065,Karagumruk,2025-10-19,0,0.0,False,"The article is about the coach expressing pride in the team, no indication of a change."
3aa04db2de40,Konyaspor,2025-10-19,3,0.75,True,Protests from the fans calling for Recep Uçar's resignation.
f0bed75fda02,Alanyaspor,2025-10-20,0,0.0,False,new appointment is not mentioned
269e0140ac42,Eyupspor,2025-10-21,0,0.0,False,"The article is about the team's performance and the coach's statement, but there is no indication of a manager change."
dedf3d251465,Galatasaray,2025-10-21,0,0.0,False,"The article is about Okan Buruk's pre-match statement, there is no indication of a manager change."
ad045e98e85e,Kayserispor,2025-10-21,3,0.75,True,Protests/named replacement implied by the question 'Ayrıldı mı?' which means 'Did he leave?'
e52fc9438d1a,Samsunspor,2025-10-21,0,0.0,False,new coach profile
e94e048cc0ea,Samsunspor,2025-10-21,3,0.75,True,"The article mentions the coach is hopeful for the team to avoid relegation, but also implies criticism and protests from fans."
3bb50b9d4768,Alanyaspor,2025-10-22,0,0.0,False,"The article is about the current manager's expectations, not a change in management."
f06abc64d56a,Alanyaspor,2025-10-22,0,0.0,False,no manager change expected or mentioned
469aca85b9e5,Buyuksehyr,2025-10-22,3,0.75,True,"The manager, Nuri Şahin, expresses dissatisfaction with the team's performance, implying a need for a change in leadership."
2af6883034a7,Eyupspor,2025-10-22,0,0.0,False,"The article headline does not indicate a change in the manager, but rather a statement from the current manager."
c514ec05504d,Fenerbahce,2025-10-22,3,0.75,True,Protests/named replacement indicated by 'ayrılık kapıda' (departure at the door) and 'yıldız ismin biletini kesti' (star player's ticket was cut)
1fa4049c5b71,Konyaspor,2025-10-22,4,1.0,True,"The Konyaspor coach Recep Uçar has directly stated they could not achieve their position, indicating a strong signal of his potential departure or resignation."
a344e1e751b9,Konyaspor,2025-10-22,4,1.0,True,The fans of Konyaspor have invited Recep Uçar to resign.
74fe59ad05c5,Konyaspor,2025-10-22,0,0.0,False,The article headline does not indicate any managerial change or expectation.
a97e7ec9b215,Antalyaspor,2025-10-23,0,0.0,False,"The article is about the team's positive outlook after a match, there is no indication of a manager change."
31527474b80d,Antalyaspor,2025-10-23,0,0.0,False,"The article is about the team's positive outlook, not a manager change."
be14943cccd4,Besiktas,2025-10-23,0,0.0,False,"The article is about Sergen Yalçın's success at Beşiktaş, indicating no change in management."
7eb57cd35c59,Buyuksehyr,2025-10-23,4,1.0,True,The article mentions a response from the manager İlhan Palut to fan demands for his resignation.
8554c3703d2a,Konyaspor,2025-10-23,0,0.0,False,"The article does not mention a manager change, but rather an interview with Sergen Yalçın."
8e1814c5d22b,Konyaspor,2025-10-23,3,0.75,True,"The article mentions protests and the manager, Recep Uçar, speaking about resignation rumors, indicating a strong signal of potential change."
290e24ecc9f8,Konyaspor,2025-10-23,4,1.0,True,"The article states that Konyaspor management has made a decision regarding Recep Uçar, implying a confirmed firing or resignation."
bcd3127d77e8,Besiktas,2025-10-24,0,0.0,True,new coach profile
8ee887b5c406,Konyaspor,2025-10-24,4,1.0,True,"The article mentions that the decision regarding Recep Uçar has been made clear, implying that he has been fired."
3790f9dc77e7,Konyaspor,2025-10-24,3,0.75,True,Protests/named replacement indicated by 'yollar ayrılıyor mu' which means 'are they parting ways'.
ee0344b2507a,Konyaspor,2025-10-24,0,0.0,True,new coach profile
d2061c5cb630,Samsunspor,2025-10-24,0,0.0,False,"The article is about the coach expressing pride in the team, no indication of a change."
9b804e37a680,Samsunspor,2025-10-24,0,0.0,False,"The article is about the team's success and the manager's explanation, not a change in the manager."
c2a0b6c990ab,Samsunspor,2025-10-24,2,0.5,True,"The article mentions criticism towards the current coaching situation in Turkey, implying that the team might be at risk of a change."
e5554ccd75f4,Samsunspor,2025-10-24,3,0.75,True,"The manager, Thomas Reis, is criticizing the tendency to quickly change coaches in Turkey."
4987b0ba9532,Samsunspor,2025-10-24,0,0.0,False,"The article is about Thomas Reis' feelings about the fast coach changes in Turkey, not about a potential change in his position."
92ddd8e1a3a3,Karagumruk,2025-10-25,2,0.5,True,"The team's performance was criticized by the coach, indicating a moderate level of dissatisfaction."
61876715bfda,Alanyaspor,2025-10-26,3,0.75,True,"The article mentions that the manager is saying they will have to leave, indicating strong criticism and possibly a named replacement."
b38f8d1a033d,Buyuksehyr,2025-10-26,0,0.0,False,"The article is about the team's win and the coach's statement, there is no indication of a manager change."
a8f6a616c675,Eyupspor,2025-10-26,0,0.0,False,no manager change mentioned
a48725e4d4bb,Galatasaray,2025-10-26,0,0.0,False,"The article is about the manager's post-match comments, not a change in management."
d2a34ae0372a,Goztep,2025-10-26,2,0.5,True,"The manager is expressing criticism towards referees, indicating a moderate level of dissatisfaction."
6b65a68da627,Goztep,2025-10-26,0,0.0,False,"The article is about the coach's post-match comments, not a change in management."
6fccc054daa3,Goztep,2025-10-26,0,0.0,False,"The article is about Stoilov's comment on a match, not a manager change."
13a579f17f2b,Trabzonspor,2025-10-26,0,0.0,False,"The article headline does not indicate a manager change, it's about a player."
e3cccbf023ca,Besiktas,2025-10-27,3,0.75,True,"The article contains criticism from the fans towards Sergen Yalçın, indicating a strong signal for a potential change in management."
80c07c7960e6,Goztep,2025-10-27,0,0.0,False,"The article is about the team's coach giving a pre-match analysis, not about a change in the coaching staff."
2b4e68402625,Karagumruk,2025-10-27,4,1.0,True,Confirmed firing/resignation of Marcel Licka as Fatih Karagumruk manager.
9988742a7a43,Kasimpasa,2025-10-27,3,0.75,True,"Spor yazarlarından sert eleştiriler ve istifa çağrısı yapıldığından, güçlü bir sinyal var."
d31f9d82a399,Genclerbirligi,2025-10-28,0,0.0,False,new coach appointment
271f732f70e1,Genclerbirligi,2025-10-28,4,1.0,True,Confirmed firing/resignation of Hüseyin Eroğlu as Gençlerbirliği's manager.
55cc040f1e19,Genclerbirligi,2025-10-28,4,1.0,True,Confirmed firing/resignation of Hüseyin Eroğlu as Gençlerbirliği's manager.
2a4c41c69916,Genclerbirligi,2025-10-28,0,0.0,False,new coach appointment
862bba580a8d,Genclerbirligi,2025-10-28,0,0.0,False,new coach appointment
df8e7e94e91e,Genclerbirligi,2025-10-28,3,0.75,True,"The article mentions a departure and a named replacement, indicating a strong signal for a manager change."
f1468e855e3f,Genclerbirligi,2025-10-28,4,1.0,True,The team parted ways with their coach who led them to championship last season.
00e78cdb23a3,Genclerbirligi,2025-10-28,0,0.0,False,new coach appointment
d52eba2b1798,Genclerbirligi,2025-10-28,3,0.75,True,"The team lost, which suggests criticism and possibly protests leading to a strong expectation of a manager change."
d485470a6cb5,Karagumruk,2025-10-28,4,1.0,True,Confirmed firing/resignation of Marcel Licka and appointment of a new coach.
7341d71de0dd,Kocaelispor,2025-10-28,0,0.0,False,"The article is about fan support for the current manager, indicating no expectation of a change."
290db00966c1,Genclerbirligi,2025-10-29,3,0.75,True,"The article mentions that the coach is not doing well in the first 10 weeks, indicating strong criticism and possibly protests."
c1e877856d72,Genclerbirligi,2025-10-29,0,0.0,False,No manager change mentioned in the article.
b04bf052031a,Alanyaspor,2025-10-30,4,1.0,True,Confirmed firing/resignation of the previous coach and immediate appointment of a new one.
ac694336826f,Antalyaspor,2025-10-30,2,0.5,True,"The manager, Erol Bulut, is expressing a need for change, indicating criticism towards his own performance."
c065bc660fe3,Trabzonspor,2025-10-30,0,0.0,False,"The article is about a player, not a manager change."
f39337c9603d,Besiktas,2025-10-31,3,0.75,True,"The article mentions departure rumors and a response from the team, indicating a strong signal of potential change."
d75dbcb3499f,Besiktas,2025-10-31,4,1.0,True,Confirmed Sergen Yalçın resignation.
5d999128607f,Buyuksehyr,2025-10-31,0,0.0,False,"The article is about the team's coach Nuri Şahin's post-match comments, there is no indication of a manager change."
0fb389409584,Genclerbirligi,2025-10-31,0,0.0,False,new coach profile
6690dd8fc40a,Karagumruk,2025-10-31,0,0.0,False,new coach appointment
9c69a3ceb40c,Karagumruk,2025-10-31,0,0.0,False,new coach appointment
7ca80bce87eb,Karagumruk,2025-10-31,0,0.0,False,new coach appointment
29b5e938c4aa,Karagumruk,2025-10-31,0,0.0,True,new coach profile
6b96e672f30e,Karagumruk,2025-10-31,4,1.0,True,Confirmed firing/resignation of Marcel Licka as Fatih Karagümrük's manager.
ca11b1b7d9dc,Karagumruk,2025-10-31,4,1.0,True,Confirmed firing/resignation of Marcel Licka and appointment of a new coach is mentioned in the headline.
74b13050a924,Karagumruk,2025-10-31,4,1.0,True,Confirmed firing/resignation NOW
a1b07a963aed,Karagumruk,2025-10-31,0,0.0,False,new coach profile
b34558e01572,Karagumruk,2025-10-31,4,1.0,True,The article headline explicitly states that there was a change in the technical director at Fatih Karagümrük.
30964e1e3bf7,Karagumruk,2025-10-31,0,0.0,False,new coach appointment
e4ccae81c965,Karagumruk,2025-10-31,4,1.0,True,"The article states that Marcel Licka's era has ended at Fatih Karagümrük, indicating a confirmed firing or resignation."
738bfd91c516,Karagumruk,2025-10-31,0,0.0,True,new appointment
37cd4fb6e0af,Karagumruk,2025-10-31,3,0.75,True,"The article mentions a 9th departure in the Süper Lig, implying criticism and potential unrest within the team."
b20998915b5f,Karagumruk,2025-10-31,3,0.75,True,The article mentions a 'beklenen ayrılık' (expected departure) which suggests strong criticism or protests leading to a high score.
9088cf9886d4,Buyuksehyr,2025-11-01,0,0.0,False,"The article is about the team's win and the coach's statement, no indication of a manager change."
b0f46a3c50c6,Galatasaray,2025-11-01,4,1.0,True,The article explicitly states that the manager's contract has been terminated.
6daebbf14feb,Galatasaray,2025-11-01,4,1.0,True,Confirmed firing/resignation due to '3 haftadır yok' iddiası (absence for 3 weeks)
f850df6c3ae4,Goztep,2025-11-01,2,0.5,True,"The article contains criticism of the current manager, Stanimir Stoilov, from a player, Olaitan."
57085f40ce46,Karagumruk,2025-11-01,4,1.0,True,"Confirmed firing/resignation NOW, as the team has announced the departure of Marcel Licka with a statement of mutual agreement."
7824dde6adf8,Karagumruk,2025-11-01,0,0.0,True,new coach profile
63e5628c5e69,Karagumruk,2025-11-01,4,1.0,True,Confirmed firing/resignation of Marcel Licka as Fatih Karagumruk's coach.
131e136f2d4e,Karagumruk,2025-11-01,4,1.0,True,Confirmed firing/resignation of Licka and appointment of new coach Onur Can Korkmaz.
da107ee5732a,Karagumruk,2025-11-01,0,0.0,False,new coach appointment
5f13e70f97c8,Trabzonspor,2025-11-01,2,0.5,True,"The coach is sending a message to the players, indicating criticism towards their performance."
f0fd36f9c2d1,Fenerbahce,2025-11-02,0,0.0,False,"The article is about the current manager expressing satisfaction, indicating no change is expected."
d17483213216,Galatasaray,2025-11-02,4,1.0,True,"The article headline mentions a 'yıldız vedası' which translates to a 'star farewell', indicating a confirmed departure of a key player."
6bd3eb13d3eb,Galatasaray,2025-11-02,2,0.5,True,"Heitinga'ya istifa sorusu indicates criticism towards the manager, suggesting that things are not going well for the team."
f11434ba4b68,Konyaspor,2025-11-02,4,1.0,True,"The article mentions Recep Uçar's resignation response, indicating a confirmed firing."
78f1f91bc53b,Konyaspor,2025-11-02,4,1.0,True,"The article mentions Recep Uçar's resignation, indicating a confirmed firing."
02a42f77a195,Konyaspor,2025-11-02,0,0.0,False,"The article is about the current manager's interview, no indication of a change."
e739ca4c6f47,Konyaspor,2025-11-02,3,0.75,True,"The article asks Recep Uçar if he will continue, implying protests or criticism against him."
7aee29433716,Antalyaspor,2025-11-03,3,0.75,True,"The article headline mentions a shocking claim from the coach after a win, indicating potential criticism or unrest."
d460c1173cb0,Besiktas,2025-11-03,3,0.75,True,Protests/named replacement indicated by 'ayrılık kapıda' which means 'departure at the door'.
f1df4d150a97,Kocaelispor,2025-11-03,4,1.0,True,Confirmed resignation of Recep Uçar from Kocaelispor.
ec677dff72f6,Konyaspor,2025-11-03,4,1.0,True,Confirmed firing/resignation of Recep Uçar as Konyaspor's manager.
a87495af1225,Konyaspor,2025-11-03,0,0.0,True,new coach profile
a5fdc9149f99,Konyaspor,2025-11-03,4,1.0,True,"Konyaspor has parted ways with their coach, indicating a confirmed firing."
8559449c84ac,Konyaspor,2025-11-03,4,1.0,True,Konyaspor confirmed they parted ways with their coach Recep Uçar.
a68a557ec7bd,Konyaspor,2025-11-03,0,0.0,True,"The article discusses potential candidates for the Konyaspor manager position, indicating a new appointment is being considered."
54f202a1546b,Konyaspor,2025-11-03,4,1.0,True,Confirmed resignation of Recep Uçar as Konyaspor's manager.
a05dfdca7884,Konyaspor,2025-11-03,0,0.0,True,new coach profile
be4821efa22f,Konyaspor,2025-11-03,0,0.0,True,new coach profile
ed8f564af394,Konyaspor,2025-11-03,4,1.0,True,"The article headline explicitly states that the Recep Uçar era has ended, indicating a confirmed firing or resignation."
63435fb476bb,Konyaspor,2025-11-03,4,1.0,True,"The article states that Recep Uçar has left Konyaspor, indicating a confirmed firing or resignation."
265952b00098,Konyaspor,2025-11-03,2,0.5,True,"The article discusses criticism towards the management of Konyaspor, implying that Recep Uçar might be under pressure."
015678ace0d9,Konyaspor,2025-11-03,4,1.0,True,Confirmed firing/resignation of Recep Uçar as Konyaspor's manager.
cfb21eee9b57,Konyaspor,2025-11-03,4,1.0,True,Confirmed firing/resignation as the article headline states 'yollar ayrıldı' which means 'paths parted' indicating a separation between the team and the manager.
702dba97d7ec,Konyaspor,2025-11-03,3,0.75,True,"The article suggests that Çağdaş Atan might be the new coach, implying protests or criticism against the current situation."
56eb2bfe8aec,Konyaspor,2025-11-03,4,1.0,True,The article states that the Recep Uçar era has ended and a successor has been named.
7c6b700bec15,Trabzonspor,2025-11-03,0,0.0,True,"no indication of a manager change, only mentioning a player"
c4b7e6e6cca2,Alanyaspor,2025-11-04,2,0.5,True,"The coach is expressing criticism, indicating a moderate level of dissatisfaction."
271170c70658,Buyuksehyr,2025-11-04,0,0.0,True,"The article mentions a departure from Konyaspor, but it does not confirm Recep Uçar's departure from Buyuksehyr."
519a6c48e8d4,Gaziantep,2025-11-04,0,0.0,False,"The article is about a match result, not a managerial change."
ab8ade126d7e,Gaziantep,2025-11-04,0,0.0,True,"The article is about the current coach Burak Yılmaz's statement, indicating no signal of a change."
c32df4ed3304,Goztep,2025-11-04,3,0.75,True,"Protests and criticism towards the current coach, Stoilov, with a strong tone."
43c6693607ea,Karagumruk,2025-11-04,3,0.75,True,"The manager expresses dissatisfaction with the team's performance and refuses to accept their current league position, indicating a strong expectation of change."
427a8fda86bd,Konyaspor,2025-11-04,0,0.0,False,new coach appointment
bff12251e9ae,Konyaspor,2025-11-04,0,0.0,False,new appointment
303224c93f99,Konyaspor,2025-11-04,0,0.0,False,new coach profile
63c09b8f036e,Konyaspor,2025-11-04,0,0.0,False,new coach profile
e5a574b38ca4,Konyaspor,2025-11-04,0,0.0,False,new coach appointment
8de138d0fd62,Konyaspor,2025-11-04,0,0.0,False,new coach appointment
2bf0b43d1e52,Konyaspor,2025-11-04,4,1.0,True,"The article states that Recep Uçar's era at Konyaspor has ended with home losses, indicating a confirmed firing."
6d9b39f8dda2,Konyaspor,2025-11-04,4,1.0,True,"The article contains a farewell message from Recep Uçar, indicating his departure from Konyaspor."
59266df6cb74,Konyaspor,2025-11-04,4,1.0,True,Confirmed firing/resignation of Recep Uçar and appointment of new coach Çağdaş Atan.
7c6beff7cf7f,Konyaspor,2025-11-04,0,0.0,False,new appointment
11f0bb00e7bc,Konyaspor,2025-11-05,0,0.0,False,new coach appointment
58f36641442f,Konyaspor,2025-11-05,0,0.0,False,new coach appointment
18f60307e608,Konyaspor,2025-11-05,0,0.0,False,new coach profile
ff3a93c8a0dc,Konyaspor,2025-11-05,0,0.0,False,new coach profile
ad4ebf6ce4b0,Konyaspor,2025-11-05,0,0.0,False,new appointment
2fd5cec5325b,Konyaspor,2025-11-05,0,0.0,False,new appointment
2fc26d788ac4,Konyaspor,2025-11-05,0,0.0,False,new appointment
28164825451e,Buyuksehyr,2025-11-06,4,1.0,True,"The article mentions a 'flaş ayrılık' (sudden departure) after a loss, indicating a strong expectation of a manager change."
6ed009c38de5,Buyuksehyr,2025-11-06,4,1.0,True,The article states that John Heitinga's tenure as manager has ended after a loss.
3f42b16c8051,Galatasaray,2025-11-06,4,1.0,True,The article headline explicitly states that the manager was fired after the match.
26670aff6ce5,Galatasaray,2025-11-06,4,1.0,True,Confirmed firing/resignation of Heitinga after Galatasaray's loss.
82d612f5893b,Galatasaray,2025-11-06,4,1.0,True,"The article mentions the departure of the current coach, John Heitinga, from Ajax, which is relevant to the Galatasaray team."
a88bdda6ab9e,Galatasaray,2025-11-06,3,0.75,True,"The article criticizes Ajax after a loss to Galatasaray, suggesting the team should be fired immediately."
07bb8c4bb495,Galatasaray,2025-11-06,4,1.0,False,"The article is about Ajax, not Galatasaray."
96dc3a8ed006,Genclerbirligi,2025-11-06,4,1.0,False,"The article is about Ajax, not Genclerbirligi."
e11d560b20c5,Samsunspor,2025-11-06,0,0.0,False,new coach profile
32e23fd35e2b,Genclerbirligi,2025-11-07,0,0.0,False,"The article is about the team's coach giving a post-match interview, there is no indication of a manager change."
76fe22335bc0,Kocaelispor,2025-11-07,4,1.0,True,"The article headline mentions a 'Çifte İstifa Şoku' which translates to a double resignation shock, indicating that two people have resigned, likely the manager and possibly another key figure, suggesting a strong signal of a manager change."
bbe3a4f3182d,Alanyaspor,2025-11-08,2,0.5,True,"The manager is criticizing his team's performance, indicating a moderate level of dissatisfaction."
c0f8368ebce2,Antalyaspor,2025-11-08,2,0.5,True,"The article contains criticism from the coach, Erol Bulut, but does not indicate any immediate threat to his job."
01eef25629d7,Antalyaspor,2025-11-08,3,0.75,True,Protests/named replacement implied by 'Ayrılık çanları çalıyor' (separation bells are ringing)
2479c1b49beb,Buyuksehyr,2025-11-08,0,0.0,True,"The article headline mentions the current manager Nuri Şahin, but there is no indication of a change in management."
afd7dcbb18f7,Goztep,2025-11-08,0,0.0,False,"The article is about the team's win and the coach's statement, no indication of a manager change."
4cdccf7a7620,Goztep,2025-11-08,0,0.0,False,The article is about a team's win and does not mention a manager change.
99aad3a2860b,Kasimpasa,2025-11-08,2,0.5,True,"The coach is criticizing the team's performance, indicating a moderate level of dissatisfaction."
6a79fcadac10,Kocaelispor,2025-11-08,0,0.0,False,"The article is about a sentimental match for the coach, not a change in management."
9dce4d83f1ae,Trabzonspor,2025-11-08,0,0.0,False,no manager change mentioned
a8209f39406d,Trabzonspor,2025-11-08,0,0.0,True,"The article headline mentions the current coach, Fatih Tekke, but does not indicate any managerial change."
3759e6ad1a61,Fenerbahce,2025-11-09,4,1.0,True,"The article mentions that Fenerbahçe's victory led to a clear departure, indicating a confirmed firing or resignation."
f8745fba4772,Galatasaray,2025-11-09,0,0.0,False,"The article is about Okan Buruk's statement, there is no indication of a manager change."
fb1b52d5cf27,Karagumruk,2025-11-09,0,0.0,False,no manager change mentioned
2438f8749030,Karagumruk,2025-11-09,0,0.0,False,no manager change mentioned
5dd74b29604e,Karagumruk,2025-11-09,3,0.75,True,"The article contains strong criticism from the manager, indicating a possible change in the near future."
8ba86d095d81,Kocaelispor,2025-11-09,0,0.0,False,"The article is about the current manager's statement, not a change in management."
a926027c7651,Kocaelispor,2025-11-09,0,0.0,False,"The article does not mention the current manager of Kocaelispor, but rather discusses Selçuk İnan's career."
066904acc3c8,Konyaspor,2025-11-09,3,0.75,True,"The manager is criticizing the team's performance, indicating potential unrest."
981ae7958620,Konyaspor,2025-11-09,3,0.75,True,The article mentions Konyaspor is looking for a new coach with the new coach already named.
0e7409c8c04b,Samsunspor,2025-11-09,0,0.0,False,"The article is about the coach being happy with the team's win, no indication of a change."
93ab7b860fd3,Galatasaray,2025-11-10,0,0.0,False,new coach profile
56ca833b9457,Fenerbahce,2025-11-11,4,1.0,True,Jose Mourinho has been fired from Fenerbahce.
32a77b24a9dd,Galatasaray,2025-11-11,4,1.0,True,"The article mentions that Okan Buruk made his final decision hours before, implying that he has resigned or been fired."
f2ba77d8d96b,Galatasaray,2025-11-11,4,1.0,False,"The article is about Fenerbahçe, not Galatasaray."
34a38d90f842,Trabzonspor,2025-11-11,0,0.0,False,no manager change mentioned
87957b540ab5,Samsunspor,2025-11-12,3,0.75,True,Protests/named replacement indicated by 'Alman kancası' which implies a strong criticism or threat to the current manager.
6d5a5a66752f,Samsunspor,2025-11-12,0,0.0,True,"The article mentions a potential departure of the current coach, but it's about a possible return to the Bundesliga, not a direct departure from Samsunspor."
17bdd6555642,Besiktas,2025-11-13,0,0.0,True,new appointment
78c50d3daf1d,Besiktas,2025-11-13,0,0.0,True,new coach profile
1334f097a768,Besiktas,2025-11-13,0,0.0,False,"Article is about Southampton hiring Ole Gunnar Solskjaer, not Besiktas."
8cebe45a091c,Samsunspor,2025-11-13,3,0.75,True,"Protests/named replacement, Thomas Reis might be transferred to Wolfsburg for 200k euros."
4af4d1a89940,Samsunspor,2025-11-13,3,0.75,True,"Named replacement Thomas Reis in a €200,000 release clause in Samsunspor contract."
ed6aac7d7c87,Fenerbahce,2025-11-14,4,1.0,True,Confirmed firing/resignation NOW.
41d7ca91549e,Genclerbirligi,2025-11-15,4,1.0,True,"The article mentions the president has removed the manager, indicating a confirmed firing."
d839d09b4492,Besiktas,2025-11-16,4,1.0,True,"The article features a former manager reflecting on his departure, indicating a confirmed firing."
d4c99d4c3fc5,Fenerbahce,2025-11-16,3,0.75,True,"Protests/named replacement implied by '6 ayrılık' (6 departures) and 'yıldız oyuncuların biletleri kesildi' (star players' tickets cut off), suggesting significant changes within the team."
397ff088417e,Besiktas,2025-11-17,0,0.0,False,"The article is about Sergen Yalçın's health issue, not a managerial change."
8454d045f3ac,Besiktas,2025-11-17,4,1.0,True,Confirmed Sergen Yalçın's departure from Beşiktaş.
4da82b6ff120,Galatasaray,2025-11-17,4,1.0,True,"The article mentions a record departure from Galatasaray, implying a confirmed firing."
8ce58a434909,Kocaelispor,2025-11-17,0,0.0,True,"The article mentions a change in the team's situation, but it does not explicitly mention a manager change."
482e1bcb10a1,Genclerbirligi,2025-11-18,4,1.0,True,Confirmed firing/resignation of Teknik Direktör Çetin Demir.
4501f8c0bf8e,Kocaelispor,2025-11-18,2,0.5,True,"The article mentions criticism from the manager, Selçuk İnan, about payment issues."
58720f33ebca,Kocaelispor,2025-11-18,0,0.0,True,"The article is about the current manager Selçuk İnan's expectations, not a change in management."
4e710dc4ee61,Galatasaray,2025-11-21,0,0.0,False,new coach profile
5de7e7378038,Eyupspor,2025-11-22,0,0.0,False,"The article headline does not indicate a manager change, it's a reaction to a recent goal."
1ba55cf841ba,Besiktas,2025-11-23,2,0.5,True,"The coach is expressing criticism about the team's situation, indicating some level of dissatisfaction."
cdce65270fc0,Besiktas,2025-11-23,3,0.75,True,The coach is expressing criticism and a negative sentiment towards the team's psychology.
9dfe39f4e6f6,Besiktas,2025-11-23,3,0.75,True,"Protests and criticism against Sergen Yalçın, with rumors of a potential resignation or replacement."
b0208b84e853,Besiktas,2025-11-23,3,0.75,True,Protests against Sergen Yalçın and a call for his resignation from Beşiktaş fans.
f421a7dfafcc,Besiktas,2025-11-23,3,0.75,True,Protests from the fans calling for Sergen Yalçın's resignation.
64fc6548c120,Besiktas,2025-11-23,3,0.75,True,"Protests against Sergen Yalçın in Beşiktaş, indicating a strong expectation of a manager change."
d78dabf595f7,Besiktas,2025-11-23,3,0.75,True,"protests against the management and Sergen Yalçın, with a call for resignation"
a300b9da47b6,Besiktas,2025-11-23,4,1.0,True,The article mentions that the fans' patience has been exhausted and Sergen Yalçın has resigned.
c7151d47840d,Besiktas,2025-11-23,3,0.75,True,Protests and named replacement implied by 'istifa çığlıkları' which means 'resignation calls'.
b4bcc5bcf45b,Fenerbahce,2025-11-23,0,0.0,False,"The article is about the current manager's positive comments, indicating no signal for a change."
948dd5bfaa1b,Goztep,2025-11-23,2,0.5,True,"The manager is criticizing his team's performance, indicating some level of dissatisfaction."
2ef82eca5fb7,Kasimpasa,2025-11-23,0,0.0,False,"The article is about the team's morale after a win, not about a potential manager change."
4e8f0ca0df70,Samsunspor,2025-11-23,0,0.0,False,"The article is about the team's performance and the coach's statement, but there is no indication of a manager change."
0c81474eb0e6,Samsunspor,2025-11-23,3,0.75,True,Protests and fan calls for the manager's resignation.
7f582b89f704,Alanyaspor,2025-11-24,2,0.5,True,"The manager made a hüzünlü itiraf (sad confession) and criticized the team's performance, indicating some level of criticism."
6935fb0dd70e,Buyuksehyr,2025-11-24,2,0.5,True,"The manager is criticizing the referees, which is a moderate sign of dissatisfaction."
cf7c7ebf8ada,Fenerbahce,2025-11-24,0,0.0,True,The article headline suggests a transfer-related issue rather than a managerial change.
e5badc10b226,Galatasaray,2025-11-24,4,1.0,True,"The article mentions Galatasaray's coach Okan Buruk saying goodbye to 3 people, implying his departure."
8ddc54599ad7,Rizespor,2025-11-24,1,0.25,True,departure rumour/reversed
debf41675f59,Fenerbahce,2025-11-25,3,0.75,True,"The article mentions that negotiations are starting, indicating a potential departure and a strong signal for a manager change."
e83075d7f6ac,Genclerbirligi,2025-11-25,0,0.0,False,"The article is about a coach returning to the team, not a change in management."
c0d6f0e0deec,Trabzonspor,2025-11-25,0,0.0,True,new appointment profile
